Año,Mes,Cuit Vendedor,Vendedor,Planta Carga,Tipo Producto,Cuit Comprador,Comprador,Actividad Comprador,Volumen Dentro,Precio Dentro Iva,Precio Dentro Sin Iva,Volumen Fuera,Precio Fuera Iva,Precio Fuera Sin Iva,Volumen Res 844/2007,Precio Res 844/2007 Iva,Precio Res 844/2007 Sin Iva,Fecha Data
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,30-65786428-1,CAMUZZI GAS PAMPEANA S.A.,Distribuidores por Redes,319.4,1657.5,1500.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,30-65786442-7,Camuzzi Gas del Sur S.A.,Distribuidores por Redes,90.04,1657.5,1500.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,30-65786633-0,Litoral Gas S.A.,Distribuidores por Redes,308.28,1657.5,1500.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,30-67364611-1,Distrigas S.A.,Distribuidores por Redes,425.82,1657.5,1500.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,139.06,4378.01,3962.0,0.0,0,0,2016-04-30
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,30-68575328-2,ONDA GAS S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,118.82,4378.01,3962.0,0.0,0,0,2016-04-30
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,30-70874865-6,Buenos Aires Gas (BAGSA),Distribuidores por Redes,266.32,1657.5,1500.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,30-71192425-2,Granel Gas SRL (LPG y derivados SRL),Comercializadora,0.0,0.0,0.0,70.06,4378.01,3962.0,0.0,0,0,2016-04-30
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,30-71323350-8,Región Gas SA,Fraccionadora Envases y Granel,0.0,0.0,0.0,22.06,4378.01,3962.0,0.0,0,0,2016-04-30
2016,4,30696139888,Compañía Mega S.A.,"PUERTO GALVAN, BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ",Propano,33-65786558-9,DISTRIBUIDORA DE GAS CUYANA S.A.,Distribuidores por Redes,593.36,1657.5,1500.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30697281963,Pan American Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Pan American Sur S.A.| ,Butano,30-51548847-9,YPF Gas S.A.,Fraccionadora Envases y Granel,361.72,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30697281963,Pan American Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Pan American Sur S.A.| ,Butano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,46.28,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30697281963,Pan American Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Pan American Sur S.A.| ,Butano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,393.76,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30697281963,Pan American Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Pan American Sur S.A.| ,Butano,30-63718290-7,Cañuelas Gas S.A.,Fraccionadora Envases y Granel,135.46,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30697281963,Pan American Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Pan American Sur S.A.| ,Butano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,91.22,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,30697281963,Pan American Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Pan American Sur S.A.| ,Butano,30-70891311-8,Futuro Gas Sociedad Anónima.,Fraccionadora Envases y Granel,46.24,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Butano,30-51548847-9,YPF Gas S.A.,Fraccionadora Envases y Granel,371.18,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Butano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,111.08,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Butano,30-61135415-7,Gas Trelew S.A.,Fraccionadora Envases y Granel,45.32,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Butano,30-61232352-2,I.P. S.A.,Petroquimica,0.0,0.0,0.0,701.24,5036.59,4558.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Propano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,0.0,0.0,0.0,63.78,4378.01,3962.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Propano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,136.88,4378.01,3962.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Propano,30-61544169-0,Special Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,20.64,4378.01,3962.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Propano,30-63148406-5,HIDROCARBUROS DEL NEUQUEN S.A.,Distribuidores por Redes,519.14,1657.5,1500.0,0.0,0.0,0.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Propano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,91.82,4378.01,3962.0,0.0,0,0,2016-04-30
2016,4,33515950899,Vista Oil & Gas Argentina S.A.U.,"ENTRE LOMAS, RIO NEGRO |Oper:Vista Oil & Gas Argentina S.A.U.| ",Propano,30-70840690-9,Balza Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,382.5,4378.01,3962.0,0.0,0,0,2016-04-30
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Butano,30-51709512-1,Gas Areco S.A.C.I.,Fraccionadora Envases y Granel,44.8,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Butano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,162.26,718.25,650.0,138.84,4983.55,4510.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Butano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,337.54,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Butano,30-61544169-0,Special Gas S.A.,Fraccionadora Envases y Granel,140.16,718.25,650.0,91.84,4983.55,4510.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Butano,30-62273099-1,Di Marco S.A.,Fraccionadora Envases y Granel,115.68,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Butano,30-63718290-7,Cañuelas Gas S.A.,Fraccionadora Envases y Granel,549.02,718.25,650.0,105.44,4983.55,4510.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Butano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,1509.6,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Butano,30-70891311-8,Futuro Gas Sociedad Anónima.,Fraccionadora Envases y Granel,0.0,0.0,0.0,162.36,4983.55,4510.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,"PUERTO GENERAL SAN MARTIN, SANTA FE |Oper:Petrobras Argentina S.A.| ",Mezcla,30-50109269-6,Unilever de Argentina S.A,Aerosolera,0.0,0.0,0.0,1006.6,16298.75,14750.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,"PUERTO GENERAL SAN MARTIN, SANTA FE |Oper:Petrobras Argentina S.A.| ",Mezcla,30-50395437-7,SINTARYC SAIC,Aerosolera,0.0,0.0,0.0,52.72,16298.75,14750.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,"PUERTO GENERAL SAN MARTIN, SANTA FE |Oper:Petrobras Argentina S.A.| ",Mezcla,30-51698788-6,Aerofarma Laboratorios S.A.I.C.,Aerosolera,0.0,0.0,0.0,20.67,16298.75,14750.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,"PUERTO GENERAL SAN MARTIN, SANTA FE |Oper:Petrobras Argentina S.A.| ",Mezcla,30-61808496-1,Claer SA,Aerosolera,0.0,0.0,0.0,37.4,16298.75,14750.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,"PUERTO GENERAL SAN MARTIN, SANTA FE |Oper:Petrobras Argentina S.A.| ",Mezcla,30-71015332-5,Extrusystem SA,Aerosolera,0.0,0.0,0.0,5.04,16298.75,14750.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,"PUERTO GENERAL SAN MARTIN, SANTA FE |Oper:Petrobras Argentina S.A.| ",Mezcla,30-71212841-7,Desconocido,Aerosolera,0.0,0.0,0.0,2.94,16298.75,14750.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Propano,30-50139538-9,Grupo Linde Gas Argentina S.A (ex Aga SA),Petroquimica,0.0,0.0,0.0,18.52,6139.0,5556.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Propano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,0.0,0.0,0.0,69.28,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Propano,30-61544169-0,Special Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,22.44,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Propano,30-62273099-1,Di Marco S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,67.84,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Propano,30-62329693-4,"COOPERATIVA de COOPERATIVAS de GAS, VIVIENDA y SERVICIOS PUBLICOS CORDOBA LIMITADA.",Fraccionadora Envases y Granel,0.0,0.0,0.0,22.5,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Propano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,68.36,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,REF BAHIA BLANCA |Oper:Petrobras Argentina S.A.| ,Propileno,30-58342640-6,Petroquimica Cuyo S.A.I.C.,Petroquimica,0.0,0.0,0.0,763.67,5894.0,5334.0,0.0,0,0,2016-05-31
2016,5,30504077078,Petrobras Argentina S.A.,"PUERTO GENERAL SAN MARTIN, SANTA FE |Oper:Petrobras Argentina S.A.| ",Propileno,30-58342640-6,Petroquimica Cuyo S.A.I.C.,Petroquimica,0.0,0.0,0.0,1022.78,5900.0,5340.0,0.0,0,0,2016-05-31
2016,5,30506726804,RAIZEN ARGENTINA S.A.U,"DOCK SUD, BUENOS AIRES |Oper:RAIZEN ARGENTINA S.A.U| ",Butano,30-69375651-7,Natural Gas S.A.,Fraccionadora Envases y Granel,3179.41,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506726804,RAIZEN ARGENTINA S.A.U,"DOCK SUD, BUENOS AIRES |Oper:RAIZEN ARGENTINA S.A.U| ",Propano,30-69375651-7,Natural Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,2477.8,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506726804,RAIZEN ARGENTINA S.A.U,"DOCK SUD, BUENOS AIRES |Oper:RAIZEN ARGENTINA S.A.U| ",Propileno,30-62642725-8,Petroken Petroquímica Ensenada S.A.,Petroquimica,0.0,0.0,0.0,2104.08,6400.66863232386,5792.458115661,0.0,0,0,2016-05-31
2016,5,30506733932,COMPAÑÍA GENERAL DE COMBUSTIBLES SA,PLANTA EL CONDOR |Oper:COMPAÑÍA GENERAL DE COMBUSTIBLES SA| ,Propano,30-65786442-7,Camuzzi Gas del Sur S.A.,Distribuidores por Redes,269.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506733932,COMPAÑÍA GENERAL DE COMBUSTIBLES SA,PLANTA EL CONDOR |Oper:COMPAÑÍA GENERAL DE COMBUSTIBLES SA| ,Propano,30-67364611-1,Distrigas S.A.,Distribuidores por Redes,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-50424922-7,Carboclor SA,Petroquimica,0.0,0.0,0.0,207.519,4983.55,4510.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,1949.96,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-51706247-9,Bragas S.A.C.I.F.I.A.,Fraccionadora Envases y Granel,108.2,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-51709512-1,Gas Areco S.A.C.I.,Fraccionadora Envases y Granel,666.42,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"SAN LORENZO, SANTA FE |Oper:Axion Energy Argentina SA| ",Butano,30-54668997-9,YPF SOCIEDAD ANONIMA,Productora,0.0,0.0,0.0,1200.0,4591.27,4155.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,DOCK SUD |Oper:Axion Energy Argentina SA| ,Butano,30-54668997-9,YPF SOCIEDAD ANONIMA,Productora,0.0,0.0,0.0,1300.0,4591.27,4155.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,606.68,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-63718290-7,Cañuelas Gas S.A.,Fraccionadora Envases y Granel,1081.68,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,490.7,718.25,650.0,214.76,4983.55,4510.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-68604547-8,Gas Argentino SRL,Fraccionadora Envases y Granel,239.08,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-69554247-6,"Pan American Energy, S.L., Sucursal Argentina",Productora,0.0,0.0,0.0,432.64,4983.55,4510.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-69728196-3,Pan American Sur S.A.,Productora,0.0,0.0,0.0,154.92,4983.55,4510.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,30-71323350-8,Región Gas SA,Fraccionadora Envases y Granel,44.42,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butano,33-70771202-9,Federal Gas S.A.,Fraccionadora Envases y Granel,114.96,718.25,650.0,0.0,0.0,0.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Butileno,30-50424922-7,Carboclor SA,Petroquimica,0.0,0.0,0.0,1927.89,3727.14,3372.98,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Mezcla,30-50374753-3,S.C.Johnson & Son de Argentina S.A.I.C.,Aerosolera,0.0,0.0,0.0,653.92,9392.5,8500.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-50407707-8,Petrobras Argentina S.A.,Productora,0.0,0.0,0.0,420.56,4970.92558445882,4498.57935847442,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-50424922-7,Carboclor SA,Petroquimica,0.0,0.0,0.0,72.823,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,ENSENADA PETROKEN |Oper:Axion Energy Argentina SA| ,Propano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,0.0,0.0,0.0,86.66,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,0.0,0.0,0.0,245.82,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Propano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,0.0,0.0,0.0,283.34,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Propano,30-51706247-9,Bragas S.A.C.I.F.I.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,18.74,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-51706247-9,Bragas S.A.C.I.F.I.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,21.68,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,ENSENADA PETROKEN |Oper:Axion Energy Argentina SA| ,Propano,30-51709512-1,Gas Areco S.A.C.I.,Fraccionadora Envases y Granel,0.0,0.0,0.0,21.98,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-51709512-1,Gas Areco S.A.C.I.,Fraccionadora Envases y Granel,0.0,0.0,0.0,43.92,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Propano,30-51709512-1,Gas Areco S.A.C.I.,Fraccionadora Envases y Granel,0.0,0.0,0.0,86.96,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,ENSENADA PETROKEN |Oper:Axion Energy Argentina SA| ,Propano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,0.0,0.0,0.0,18.58,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Propano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,0.0,0.0,0.0,18.64,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,0.0,0.0,0.0,69.0,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Propano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,22.24,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,ENSENADA PETROKEN |Oper:Axion Energy Argentina SA| ,Propano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,42.78,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Propano,30-58342640-6,Petroquimica Cuyo S.A.I.C.,Petroquimica,0.0,0.0,0.0,192.316,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-61544169-0,Special Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,85.64,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,ENSENADA PETROKEN |Oper:Axion Energy Argentina SA| ,Propano,30-63718290-7,Cañuelas Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,22.54,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-63718290-7,Cañuelas Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,90.82,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Propano,30-63718290-7,Cañuelas Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,112.72,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Propano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,21.84,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,89.3,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,ENSENADA PETROKEN |Oper:Axion Energy Argentina SA| ,Propano,30-70811084-8,LPG Baires S.R.L,Comercializadora,0.0,0.0,0.0,68.36,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-70853403-6,Distribuidora Lidergas,Fraccionadora Envases y Granel,0.0,0.0,0.0,65.46,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,ENSENADA PETROKEN |Oper:Axion Energy Argentina SA| ,Propano,30-70853403-6,Distribuidora Lidergas,Fraccionadora Envases y Granel,0.0,0.0,0.0,67.64,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,CAMPANA CARBOCLOR |Oper:Axion Energy Argentina SA| ,Propano,30-71192425-2,Granel Gas SRL (LPG y derivados SRL),Comercializadora,0.0,0.0,0.0,46.24,4680.78,4236.0,0.0,0,0,2016-05-31
2016,5,30506919009,Axion Energy Argentina SA,"CAMPANA, BUENOS AIRES |Oper:Axion Energy Argentina SA| ",Propano,33-70771202-9,Federal Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,22.68,4680.78,4236.0,0.0,0,0,2016-05-31
